text,label
"Bộ phim không thể chấp nhận được, diễn viên diễn như gỗ, không nên xem.",1
"Xem xong chán ngắt, diễn viên diễn như gỗ, tôi không thể xem hết.",1
"Phim này quá tệ, kịch bản lỏng lẻo, tôi không thể xem hết.",1
"Xem phim dở ẹc, hiệu ứng đạo cụ rẻ tiền, không nên xem.",1
"Phim này dở ẹc, diễn viên diễn như gỗ, tôi không thể xem hết.",1
"Bộ phim tồi tệ, kịch bản lỏng lẻo, tôi rất thất vọng.",1
"Tác phẩm phí thời gian, hiệu ứng đạo cụ rẻ tiền, đừng phí thời gian.",1
"Tác phẩm phí thời gian, cốt truyện nhàm chán, không nên xem.",1
"Tác phẩm dở ẹc, kịch bản lỏng lẻo, tôi rất thất vọng.",1
"Xem phim kinh khủng, hiệu ứng đạo cụ rẻ tiền, đừng phí thời gian.",1
"Phim này không có gì hay, âm nhạc không phù hợp, tôi không thể xem hết.",1
"Bộ phim chán ngắt, kịch bản lỏng lẻo, tôi muốn đòi lại tiền.",1
"Tác phẩm dở ẹc, cốt truyện nhàm chán, tôi rất thất vọng.",1
"Xem phim chán ngắt, đạo diễn không có tâm, đừng phí thời gian.",1
"Phim này kinh khủng, kịch bản lỏng lẻo, tôi không thể xem hết.",1
"Tác phẩm dở ẹc, đạo diễn không có tâm, không nên xem.",1
"Tác phẩm kinh khủng, âm nhạc không phù hợp, tôi rất thất vọng.",1
"Xem xong chán ngắt, hiệu ứng đạo cụ rẻ tiền, tôi muốn đòi lại tiền.",1
"Bộ phim phí thời gian, diễn viên diễn như gỗ, tôi rất thất vọng.",1
"Phim này không thể chấp nhận được, cốt truyện nhàm chán, tôi không thể xem hết.",1
"Xem phim quá tệ, cốt truyện nhàm chán, tôi không thể xem hết.",1
"Phim này kinh khủng, diễn viên diễn như gỗ, tôi muốn đòi lại tiền.",1
"Phim này không có gì hay, diễn viên diễn như gỗ, không nên xem.",1
"Bộ phim tồi tệ, hiệu ứng đạo cụ rẻ tiền, đừng phí thời gian.",1
"Xem xong chán ngắt, cốt truyện nhàm chán, không nên xem.",1
"Tác phẩm kinh khủng, đạo diễn không có tâm, tôi muốn đòi lại tiền.",1
"Xem phim phí thời gian, cốt truyện nhàm chán, tôi không thể xem hết.",1
"Phim này dở ẹc, âm nhạc không phù hợp, đừng phí thời gian.",1
"Xem xong chán ngắt, cốt truyện nhàm chán, tôi không thể xem hết.",1
"Bộ phim tồi tệ, hiệu ứng đạo cụ rẻ tiền, tôi rất thất vọng.",1
"Xem xong phí thời gian, hiệu ứng đạo cụ rẻ tiền, tôi không thể xem hết.",1
"Xem xong không thể chấp nhận được, kịch bản lỏng lẻo, tôi không thể xem hết.",1
"Phim này kinh khủng, cốt truyện nhàm chán, tôi muốn đòi lại tiền.",1
"Bộ phim không thể chấp nhận được, kịch bản lỏng lẻo, tôi không thể xem hết.",1
"Phim này tồi tệ, âm nhạc không phù hợp, không nên xem.",1
"Phim này kinh khủng, cốt truyện nhàm chán, tôi không thể xem hết.",1
"Xem xong phí thời gian, đạo diễn không có tâm, tôi rất thất vọng.",1
"Xem xong kinh khủng, diễn viên diễn như gỗ, đừng phí thời gian.",1
"Xem xong không có gì hay, đạo diễn không có tâm, đừng phí thời gian.",1
"Xem xong không có gì hay, âm nhạc không phù hợp, không nên xem.",1
"Xem phim không thể chấp nhận được, kịch bản lỏng lẻo, tôi rất thất vọng.",1
"Tác phẩm phí thời gian, hiệu ứng đạo cụ rẻ tiền, không nên xem.",1
"Xem xong tồi tệ, diễn viên diễn như gỗ, tôi không thể xem hết.",1
"Xem xong không có gì hay, đạo diễn không có tâm, tôi không thể xem hết.",1
"Bộ phim chán ngắt, đạo diễn không có tâm, tôi không thể xem hết.",1
"Bộ phim chán ngắt, kịch bản lỏng lẻo, tôi không thể xem hết.",1
"Xem xong không có gì hay, kịch bản lỏng lẻo, đừng phí thời gian.",1
"Bộ phim không thể chấp nhận được, đạo diễn không có tâm, đừng phí thời gian.",1
"Bộ phim kinh khủng, hiệu ứng đạo cụ rẻ tiền, tôi không thể xem hết.",1
"Phim này tồi tệ, kịch bản lỏng lẻo, đừng phí thời gian.",1
"Xem phim không có gì hay, cốt truyện nhàm chán, không nên xem.",1
"Xem xong chán ngắt, cốt truyện nhàm chán, tôi không thể xem hết.",1
"Tác phẩm tồi tệ, diễn viên diễn như gỗ, không nên xem.",1
"Bộ phim tồi tệ, kịch bản lỏng lẻo, đừng phí thời gian.",1
"Xem phim kinh khủng, diễn viên diễn như gỗ, không nên xem.",1
"Xem phim kinh khủng, hiệu ứng đạo cụ rẻ tiền, tôi không thể xem hết.",1
"Xem phim phí thời gian, kịch bản lỏng lẻo, tôi rất thất vọng.",1
"Xem phim không có gì hay, đạo diễn không có tâm, tôi rất thất vọng.",1
"Tác phẩm không có gì hay, âm nhạc không phù hợp, không nên xem.",1
"Bộ phim quá tệ, đạo diễn không có tâm, không nên xem.",1
"Bộ phim tồi tệ, kịch bản lỏng lẻo, tôi không thể xem hết.",1
"Phim này phí thời gian, hiệu ứng đạo cụ rẻ tiền, không nên xem.",1
"Tác phẩm phí thời gian, diễn viên diễn như gỗ, tôi rất thất vọng.",1
"Xem phim phí thời gian, hiệu ứng đạo cụ rẻ tiền, đừng phí thời gian.",1
"Bộ phim không có gì hay, kịch bản lỏng lẻo, tôi rất thất vọng.",1
"Xem xong phí thời gian, cốt truyện nhàm chán, đừng phí thời gian.",1
"Tác phẩm kinh khủng, diễn viên diễn như gỗ, không nên xem.",1
"Bộ phim kinh khủng, đạo diễn không có tâm, không nên xem.",1
"Bộ phim dở ẹc, cốt truyện nhàm chán, tôi không thể xem hết.",1
"Phim này chán ngắt, âm nhạc không phù hợp, tôi muốn đòi lại tiền.",1
"Xem xong quá tệ, diễn viên diễn như gỗ, tôi muốn đòi lại tiền.",1
"Xem xong không có gì hay, cốt truyện nhàm chán, tôi rất thất vọng.",1
"Bộ phim không thể chấp nhận được, kịch bản lỏng lẻo, đừng phí thời gian.",1
"Xem phim không thể chấp nhận được, diễn viên diễn như gỗ, tôi muốn đòi lại tiền.",1
"Xem phim phí thời gian, diễn viên diễn như gỗ, tôi rất thất vọng.",1
"Xem xong dở ẹc, kịch bản lỏng lẻo, không nên xem.",1
"Xem xong không thể chấp nhận được, kịch bản lỏng lẻo, tôi không thể xem hết.",1
"Xem xong chán ngắt, cốt truyện nhàm chán, tôi rất thất vọng.",1
"Phim này phí thời gian, diễn viên diễn như gỗ, tôi rất thất vọng.",1
"Xem phim kinh khủng, kịch bản lỏng lẻo, tôi muốn đòi lại tiền.",1
"Xem phim tồi tệ, kịch bản lỏng lẻo, tôi không thể xem hết.",1
"Phim này kinh khủng, hiệu ứng đạo cụ rẻ tiền, đừng phí thời gian.",1
"Phim này tồi tệ, hiệu ứng đạo cụ rẻ tiền, không nên xem.",1
"Tác phẩm phí thời gian, đạo diễn không có tâm, tôi không thể xem hết.",1
"Bộ phim chán ngắt, kịch bản lỏng lẻo, tôi không thể xem hết.",1
"Phim này kinh khủng, hiệu ứng đạo cụ rẻ tiền, tôi không thể xem hết.",1
"Bộ phim kinh khủng, âm nhạc không phù hợp, tôi không thể xem hết.",1
"Tác phẩm không có gì hay, hiệu ứng đạo cụ rẻ tiền, đừng phí thời gian.",1
"Phim này quá tệ, cốt truyện nhàm chán, không nên xem.",1
"Bộ phim dở ẹc, kịch bản lỏng lẻo, tôi không thể xem hết.",1
"Xem xong quá tệ, âm nhạc không phù hợp, đừng phí thời gian.",1
"Xem phim không có gì hay, đạo diễn không có tâm, không nên xem.",1
"Bộ phim không có gì hay, kịch bản lỏng lẻo, tôi không thể xem hết.",1
"Xem xong tồi tệ, đạo diễn không có tâm, không nên xem.",1
"Tác phẩm không có gì hay, kịch bản lỏng lẻo, tôi muốn đòi lại tiền.",1
"Phim này phí thời gian, diễn viên diễn như gỗ, tôi muốn đòi lại tiền.",1
"Xem phim chán ngắt, hiệu ứng đạo cụ rẻ tiền, tôi rất thất vọng.",1
"Phim này chán ngắt, đạo diễn không có tâm, tôi muốn đòi lại tiền.",1
"Bộ phim không có gì hay, cốt truyện nhàm chán, đừng phí thời gian.",1
"Tác phẩm không thể chấp nhận được, âm nhạc không phù hợp, không nên xem.",1
"Bộ phim không có gì hay, diễn viên diễn như gỗ, tôi rất thất vọng.",1
"Xem xong dở ẹc, đạo diễn không có tâm, không nên xem.",1
"Xem xong dở ẹc, diễn viên diễn như gỗ, tôi rất thất vọng.",1
"Phim này không thể chấp nhận được, hiệu ứng đạo cụ rẻ tiền, tôi muốn đòi lại tiền.",1
"Tác phẩm không có gì hay, âm nhạc không phù hợp, đừng phí thời gian.",1
"Xem phim chán ngắt, kịch bản lỏng lẻo, đừng phí thời gian.",1
"Phim này kinh khủng, hiệu ứng đạo cụ rẻ tiền, tôi không thể xem hết.",1
"Xem xong không thể chấp nhận được, cốt truyện nhàm chán, đừng phí thời gian.",1
"Phim này dở ẹc, hiệu ứng đạo cụ rẻ tiền, không nên xem.",1
"Xem phim quá tệ, cốt truyện nhàm chán, tôi rất thất vọng.",1
"Phim này chán ngắt, kịch bản lỏng lẻo, tôi muốn đòi lại tiền.",1
"Tác phẩm phí thời gian, hiệu ứng đạo cụ rẻ tiền, tôi không thể xem hết.",1
"Tác phẩm không thể chấp nhận được, diễn viên diễn như gỗ, không nên xem.",1
"Bộ phim tồi tệ, đạo diễn không có tâm, tôi muốn đòi lại tiền.",1
"Tác phẩm kinh khủng, cốt truyện nhàm chán, tôi muốn đòi lại tiền.",1
"Bộ phim dở ẹc, đạo diễn không có tâm, không nên xem.",1
"Xem xong không có gì hay, diễn viên diễn như gỗ, tôi không thể xem hết.",1
"Phim này kinh khủng, âm nhạc không phù hợp, không nên xem.",1
"Phim này dở ẹc, đạo diễn không có tâm, tôi rất thất vọng.",1
"Tác phẩm không có gì hay, âm nhạc không phù hợp, tôi không thể xem hết.",1
"Tác phẩm kinh khủng, diễn viên diễn như gỗ, không nên xem.",1
"Phim này kinh khủng, âm nhạc không phù hợp, tôi không thể xem hết.",1
"Xem phim chán ngắt, diễn viên diễn như gỗ, đừng phí thời gian.",1
"Xem xong kinh khủng, diễn viên diễn như gỗ, đừng phí thời gian.",1
"Phim này không có gì hay, cốt truyện nhàm chán, đừng phí thời gian.",1
"Phim này kinh khủng, đạo diễn không có tâm, tôi không thể xem hết.",1
"Xem phim không thể chấp nhận được, diễn viên diễn như gỗ, không nên xem.",1
"Xem xong không có gì hay, diễn viên diễn như gỗ, tôi muốn đòi lại tiền.",1
"Phim này chán ngắt, kịch bản lỏng lẻo, đừng phí thời gian.",1
"Tác phẩm kinh khủng, kịch bản lỏng lẻo, tôi không thể xem hết.",1
"Xem phim quá tệ, kịch bản lỏng lẻo, tôi không thể xem hết.",1
"Xem xong tồi tệ, đạo diễn không có tâm, tôi rất thất vọng.",1
"Xem xong dở ẹc, cốt truyện nhàm chán, tôi không thể xem hết.",1
"Tác phẩm không thể chấp nhận được, cốt truyện nhàm chán, tôi không thể xem hết.",1
"Bộ phim không có gì hay, diễn viên diễn như gỗ, tôi muốn đòi lại tiền.",1
"Xem xong dở ẹc, cốt truyện nhàm chán, tôi muốn đòi lại tiền.",1
"Phim này phí thời gian, đạo diễn không có tâm, không nên xem.",1
"Xem xong kinh khủng, cốt truyện nhàm chán, không nên xem.",1
"Bộ phim phí thời gian, diễn viên diễn như gỗ, đừng phí thời gian.",1
"Phim này phí thời gian, diễn viên diễn như gỗ, tôi không thể xem hết.",1
"Xem phim tồi tệ, kịch bản lỏng lẻo, tôi muốn đòi lại tiền.",1
"Xem phim không thể chấp nhận được, diễn viên diễn như gỗ, tôi không thể xem hết.",1
"Phim này tồi tệ, đạo diễn không có tâm, tôi muốn đòi lại tiền.",1
"Tác phẩm quá tệ, hiệu ứng đạo cụ rẻ tiền, không nên xem.",1
"Bộ phim tồi tệ, kịch bản lỏng lẻo, tôi rất thất vọng.",1
"Bộ phim dở ẹc, hiệu ứng đạo cụ rẻ tiền, không nên xem.",1
"Tác phẩm quá tệ, âm nhạc không phù hợp, tôi không thể xem hết.",1
"Xem xong dở ẹc, âm nhạc không phù hợp, đừng phí thời gian.",1
"Phim này phí thời gian, đạo diễn không có tâm, tôi không thể xem hết.",1
"Xem phim dở ẹc, hiệu ứng đạo cụ rẻ tiền, tôi rất thất vọng.",1
"Tác phẩm không thể chấp nhận được, âm nhạc không phù hợp, không nên xem.",1
"Tác phẩm kinh khủng, kịch bản lỏng lẻo, tôi không thể xem hết.",1
"Xem xong tồi tệ, diễn viên diễn như gỗ, tôi muốn đòi lại tiền.",1
"Phim này phí thời gian, diễn viên diễn như gỗ, tôi không thể xem hết.",1
"Bộ phim chán ngắt, cốt truyện nhàm chán, tôi rất thất vọng.",1
"Xem xong phí thời gian, âm nhạc không phù hợp, tôi rất thất vọng.",1
"Phim này không thể chấp nhận được, âm nhạc không phù hợp, đừng phí thời gian.",1
"Xem phim chán ngắt, âm nhạc không phù hợp, tôi muốn đòi lại tiền.",1
"Xem xong chán ngắt, kịch bản lỏng lẻo, tôi muốn đòi lại tiền.",1
"Bộ phim không có gì hay, hiệu ứng đạo cụ rẻ tiền, tôi rất thất vọng.",1
"Xem xong chán ngắt, âm nhạc không phù hợp, tôi không thể xem hết.",1
"Bộ phim không có gì hay, kịch bản lỏng lẻo, tôi không thể xem hết.",1
"Tác phẩm phí thời gian, cốt truyện nhàm chán, đừng phí thời gian.",1
"Bộ phim không thể chấp nhận được, đạo diễn không có tâm, tôi không thể xem hết.",1
"Xem phim phí thời gian, đạo diễn không có tâm, đừng phí thời gian.",1
"Phim này không thể chấp nhận được, đạo diễn không có tâm, tôi không thể xem hết.",1
"Bộ phim phí thời gian, cốt truyện nhàm chán, đừng phí thời gian.",1
"Xem phim quá tệ, cốt truyện nhàm chán, đừng phí thời gian.",1
"Xem xong kinh khủng, kịch bản lỏng lẻo, không nên xem.",1
"Bộ phim không thể chấp nhận được, cốt truyện nhàm chán, tôi rất thất vọng.",1
"Bộ phim tồi tệ, diễn viên diễn như gỗ, tôi rất thất vọng.",1
"Bộ phim chán ngắt, hiệu ứng đạo cụ rẻ tiền, không nên xem.",1
"Xem phim quá tệ, kịch bản lỏng lẻo, không nên xem.",1
"Tác phẩm tồi tệ, âm nhạc không phù hợp, tôi muốn đòi lại tiền.",1
"Bộ phim phí thời gian, kịch bản lỏng lẻo, đừng phí thời gian.",1
"Tác phẩm tồi tệ, đạo diễn không có tâm, đừng phí thời gian.",1
"Xem xong tồi tệ, kịch bản lỏng lẻo, không nên xem.",1
"Bộ phim phí thời gian, diễn viên diễn như gỗ, đừng phí thời gian.",1
"Xem xong kinh khủng, diễn viên diễn như gỗ, đừng phí thời gian.",1
"Phim này dở ẹc, kịch bản lỏng lẻo, đừng phí thời gian.",1
"Xem xong tồi tệ, diễn viên diễn như gỗ, tôi muốn đòi lại tiền.",1
"Phim này tồi tệ, hiệu ứng đạo cụ rẻ tiền, tôi không thể xem hết.",1
"Xem xong kinh khủng, cốt truyện nhàm chán, đừng phí thời gian.",1
"Bộ phim chán ngắt, hiệu ứng đạo cụ rẻ tiền, tôi muốn đòi lại tiền.",1
"Xem phim kinh khủng, kịch bản lỏng lẻo, không nên xem.",1
"Xem phim chán ngắt, diễn viên diễn như gỗ, tôi muốn đòi lại tiền.",1
"Tác phẩm quá tệ, âm nhạc không phù hợp, đừng phí thời gian.",1
"Xem phim kinh khủng, diễn viên diễn như gỗ, không nên xem.",1
"Bộ phim kinh khủng, kịch bản lỏng lẻo, tôi không thể xem hết.",1
"Xem phim không có gì hay, kịch bản lỏng lẻo, tôi muốn đòi lại tiền.",1
"Xem xong chán ngắt, diễn viên diễn như gỗ, tôi muốn đòi lại tiền.",1
"Bộ phim chán ngắt, diễn viên diễn như gỗ, tôi muốn đòi lại tiền.",1
"Phim này kinh khủng, diễn viên diễn như gỗ, đừng phí thời gian.",1
"Xem xong quá tệ, âm nhạc không phù hợp, tôi muốn đòi lại tiền.",1
"Xem phim không có gì hay, âm nhạc không phù hợp, đừng phí thời gian.",1
"Tác phẩm không có gì hay, diễn viên diễn như gỗ, đừng phí thời gian.",1
"Xem xong không có gì hay, cốt truyện nhàm chán, không nên xem.",1
"Bộ phim tồi tệ, diễn viên diễn như gỗ, đừng phí thời gian.",1
"Xem xong phí thời gian, hiệu ứng đạo cụ rẻ tiền, tôi không thể xem hết.",1
"Phim này tồi tệ, âm nhạc không phù hợp, tôi không thể xem hết.",1
"Tác phẩm phí thời gian, hiệu ứng đạo cụ rẻ tiền, đừng phí thời gian.",1
"Xem xong chán ngắt, hiệu ứng đạo cụ rẻ tiền, đừng phí thời gian.",1
"Tác phẩm kinh khủng, đạo diễn không có tâm, không nên xem.",1
"Tác phẩm quá tệ, hiệu ứng đạo cụ rẻ tiền, đừng phí thời gian.",1
"Bộ phim chán ngắt, âm nhạc không phù hợp, tôi muốn đòi lại tiền.",1
"Xem phim dở ẹc, diễn viên diễn như gỗ, tôi muốn đòi lại tiền.",1
"Xem phim tồi tệ, kịch bản lỏng lẻo, tôi rất thất vọng.",1
"Xem xong tồi tệ, âm nhạc không phù hợp, tôi rất thất vọng.",1
"Xem phim quá tệ, kịch bản lỏng lẻo, không nên xem.",1
"Phim này chán ngắt, âm nhạc không phù hợp, đừng phí thời gian.",1
"Tác phẩm không có gì hay, đạo diễn không có tâm, tôi rất thất vọng.",1
"Phim này không có gì hay, cốt truyện nhàm chán, tôi muốn đòi lại tiền.",1
"Phim này chán ngắt, hiệu ứng đạo cụ rẻ tiền, tôi rất thất vọng.",1
"Phim này tồi tệ, cốt truyện nhàm chán, tôi rất thất vọng.",1
"Bộ phim kinh khủng, cốt truyện nhàm chán, tôi muốn đòi lại tiền.",1
"Bộ phim tồi tệ, hiệu ứng đạo cụ rẻ tiền, tôi muốn đòi lại tiền.",1
"Xem phim chán ngắt, diễn viên diễn như gỗ, không nên xem.",1
"Tác phẩm kinh khủng, kịch bản lỏng lẻo, đừng phí thời gian.",1
"Xem xong không thể chấp nhận được, diễn viên diễn như gỗ, tôi rất thất vọng.",1
"Tác phẩm quá tệ, đạo diễn không có tâm, đừng phí thời gian.",1
"Phim này kinh khủng, kịch bản lỏng lẻo, tôi muốn đòi lại tiền.",1
"Xem phim tồi tệ, âm nhạc không phù hợp, tôi muốn đòi lại tiền.",1
"Phim này kinh khủng, âm nhạc không phù hợp, tôi rất thất vọng.",1
"Xem phim không thể chấp nhận được, đạo diễn không có tâm, tôi rất thất vọng.",1
"Tác phẩm không thể chấp nhận được, hiệu ứng đạo cụ rẻ tiền, tôi không thể xem hết.",1
"Phim này dở ẹc, hiệu ứng đạo cụ rẻ tiền, đừng phí thời gian.",1
"Bộ phim dở ẹc, đạo diễn không có tâm, tôi rất thất vọng.",1
"Phim này phí thời gian, đạo diễn không có tâm, không nên xem.",1
"Phim này dở ẹc, kịch bản lỏng lẻo, tôi rất thất vọng.",1
"Xem xong dở ẹc, đạo diễn không có tâm, tôi không thể xem hết.",1
"Xem xong phí thời gian, hiệu ứng đạo cụ rẻ tiền, tôi không thể xem hết.",1
"Tác phẩm chán ngắt, cốt truyện nhàm chán, tôi rất thất vọng.",1
"Tác phẩm dở ẹc, đạo diễn không có tâm, không nên xem.",1
"Xem xong không thể chấp nhận được, cốt truyện nhàm chán, tôi rất thất vọng.",1
"Xem xong tồi tệ, kịch bản lỏng lẻo, không nên xem.",1
"Xem xong quá tệ, đạo diễn không có tâm, đừng phí thời gian.",1
"Xem phim không có gì hay, âm nhạc không phù hợp, tôi muốn đòi lại tiền.",1
"Bộ phim tồi tệ, cốt truyện nhàm chán, tôi rất thất vọng.",1
"Phim này dở ẹc, đạo diễn không có tâm, đừng phí thời gian.",1
"Tác phẩm kinh khủng, diễn viên diễn như gỗ, tôi rất thất vọng.",1
"Phim này quá tệ, hiệu ứng đạo cụ rẻ tiền, tôi rất thất vọng.",1
"Xem xong dở ẹc, diễn viên diễn như gỗ, đừng phí thời gian.",1
"Tác phẩm phí thời gian, đạo diễn không có tâm, đừng phí thời gian.",1
"Bộ phim quá tệ, diễn viên diễn như gỗ, tôi muốn đòi lại tiền.",1
"Tác phẩm không có gì hay, đạo diễn không có tâm, tôi muốn đòi lại tiền.",1
"Phim này phí thời gian, âm nhạc không phù hợp, đừng phí thời gian.",1
"Bộ phim không có gì hay, kịch bản lỏng lẻo, tôi muốn đòi lại tiền.",1
"Phim này phí thời gian, diễn viên diễn như gỗ, không nên xem.",1
"Bộ phim không có gì hay, hiệu ứng đạo cụ rẻ tiền, tôi rất thất vọng.",1
"Tác phẩm phí thời gian, đạo diễn không có tâm, tôi rất thất vọng.",1
"Phim này dở ẹc, kịch bản lỏng lẻo, tôi muốn đòi lại tiền.",1
"Phim này chán ngắt, diễn viên diễn như gỗ, không nên xem.",1
"Bộ phim không thể chấp nhận được, cốt truyện nhàm chán, tôi không thể xem hết.",1
"Xem xong chán ngắt, âm nhạc không phù hợp, đừng phí thời gian.",1
"Tác phẩm không có gì hay, kịch bản lỏng lẻo, đừng phí thời gian.",1
"Xem phim tồi tệ, hiệu ứng đạo cụ rẻ tiền, không nên xem.",1
"Tác phẩm dở ẹc, âm nhạc không phù hợp, tôi muốn đòi lại tiền.",1
"Xem phim chán ngắt, đạo diễn không có tâm, đừng phí thời gian.",1
"Xem phim phí thời gian, cốt truyện nhàm chán, tôi không thể xem hết.",1
"Xem phim kinh khủng, âm nhạc không phù hợp, không nên xem.",1
"Tác phẩm tồi tệ, diễn viên diễn như gỗ, tôi rất thất vọng.",1
"Bộ phim quá tệ, hiệu ứng đạo cụ rẻ tiền, không nên xem.",1
"Bộ phim kinh khủng, cốt truyện nhàm chán, đừng phí thời gian.",1
"Xem phim quá tệ, kịch bản lỏng lẻo, tôi muốn đòi lại tiền.",1
"Bộ phim không thể chấp nhận được, kịch bản lỏng lẻo, tôi rất thất vọng.",1
"Phim này phí thời gian, diễn viên diễn như gỗ, tôi không thể xem hết.",1
"Bộ phim không thể chấp nhận được, diễn viên diễn như gỗ, đừng phí thời gian.",1
"Xem xong không thể chấp nhận được, diễn viên diễn như gỗ, không nên xem.",1
"Xem xong tồi tệ, hiệu ứng đạo cụ rẻ tiền, tôi muốn đòi lại tiền.",1
"Xem xong chán ngắt, hiệu ứng đạo cụ rẻ tiền, tôi muốn đòi lại tiền.",1
"Phim này phí thời gian, đạo diễn không có tâm, tôi không thể xem hết.",1
"Tác phẩm tồi tệ, cốt truyện nhàm chán, đừng phí thời gian.",1
"Bộ phim tồi tệ, hiệu ứng đạo cụ rẻ tiền, tôi không thể xem hết.",1
"Xem xong không có gì hay, âm nhạc không phù hợp, tôi rất thất vọng.",1
"Xem xong tồi tệ, diễn viên diễn như gỗ, đừng phí thời gian.",1
"Phim này phí thời gian, diễn viên diễn như gỗ, đừng phí thời gian.",1
"Tác phẩm quá tệ, diễn viên diễn như gỗ, đừng phí thời gian.",1
"Tác phẩm chán ngắt, kịch bản lỏng lẻo, tôi không thể xem hết.",1
"Bộ phim dở ẹc, hiệu ứng đạo cụ rẻ tiền, tôi muốn đòi lại tiền.",1
"Xem xong kinh khủng, diễn viên diễn như gỗ, tôi muốn đòi lại tiền.",1
"Phim này không thể chấp nhận được, kịch bản lỏng lẻo, đừng phí thời gian.",1
"Bộ phim không có gì hay, diễn viên diễn như gỗ, tôi rất thất vọng.",1
"Xem xong hơi thất vọng, diễn viên diễn chưa tốt, nhưng không đáng để xem lại.",2
"Bộ phim hơi chán, cốt truyện không hấp dẫn, nhưng không có gì nổi bật.",2
"Xem phim không hay lắm, cốt truyện không hấp dẫn, nhưng cũng không quá tệ.",2
