text,label
"1:07:07 - 1:08:50 tuy mình đã xem lại 4,5 lần rồi nhưng vẫn xúc động cách mà người cha nói chuyện rồi đối xử nhẹ nhàng với con gái ý, y hệt như ba đối với mình, dù có nhiều điều khó nói ra nhưng ba vẫn dùng hành động để yêu thương và che chở và mình thấy rõ điều đó, sự chân thật nhất là cảnh xin tiền học phí giống y chang cách nói chuyện của ba mình. Dù xem lại bao lần thì cảm xúc như thấy hình ảnh ba mình trong đó vẫn khóc tutu vì xúc động 🥺 gần cuối năm xem lại cảm xúc vẫn như lần mới có phim ❤",5
1:52:49 xem mà nghĩ về bố mình rớt nước mắt 😢,5
"1:54:53, chi tiết nhỏ nhưnng rất đáng trân trọng. Cảm ơn phim ❤️",4
"1:57:18 tưởng khúc này xúc động lắm,đâu ai ngờ😅.Nhưng mà phim hay lắm nha,mặc dù kịch bản phim còn đơn giản nhx siêu hay và ý nghĩa luôn!👍👍👍",5
1/7/2024 xem đi xem lại 5 lần lun r á,5
"1/8/2024 ai còn xem k ạ, phim hay quá mình xem đi xem lại 4-5 lần rồi ạ",5
10 phút xem nuốt k nỗi,1
"10năm xem phim đây là bộ phim hay nhất tôi từng xem,có nước mắt có nụ cười,chốt lại đây là 1 bộ phim huyền thoại👍",5
"14/10/2022 vẫn xem lại và khóc đây, vẫn hay như lần đầu ❤",5
15/11/2021 vẫn còn xem cảm ơn anh tác phẩm nghệ thuật tuyệt vời ❤️❤️ vui buồn  cải vã ....,5
15/2/2023 vừa xem nhà bà nữ ngoài rạp về. Xong vào đây xem lại bố già lần 2 . Cả xúc vẫn đong đầy và khoé  mắt vẫn cay. Phim hay diễn viên tốt. 10 điểm😊,5
16/1 Cả nhà xem thì hai chị em khóc quad trời 😭,5
19/2/24 coi tưởng thấy  bth mà tới khúc cuối khóc như mưa tr ơi. Phải hiểu được tâm lý cha mẹ mới chạm được tới cảm xúc. Công nhận TT giỏi thật sự,5
1h sáng rồi và tôi đã khóc một à vài lần mới đúng,5
1tieng 45' ấm áp tình người,5
"1Tuyệt phẩm, love chú trấn thành",5
2 điểm về chỗ,1
2 lần xem cả 2 lần đều rơi nước mắt . Yêu bố già quá đi .,5
"2 lần xem,cả 2 lần đều lấy nước mắt của tôi nhưng cũng cười mệt luôn,cười xỉu.",5
"2 năm r mà bh con ms coi . Phim hay quá chú trấn thành ơi , gđ con cx có 4ng con là em út cx có a2 và bame giống trong phim vại . cái llusc mà anh kia zô bvien lúc đó con rơi nc mắt rất nhìu giống như thấy anh mình trong đó vậy . còn ba con thì cx giống chú trấn thành kh bh biểu lộ nhìu tcam ra vs a2 con kh ns lời iu thw nhưng bên trong thì ba con yêu a2 con vô điều kiện . lúc anh đó trong bvien con tưởng tượng rằng nếu a2 con như vậy chắc con sẽ khóc đến nỗi chết mất  tại dì con cx thw a2 con giống như cị kia vậy . Phim này hay lắm ạ ❤❤",5
2 năm rồi vẫn hayy 🫰,4
2:24:24 Cảm động thật sự ...😢😢😢,5
2:24:24 hay nha không hề thấy diễn xíu nào,5
2:35:06 ko biết ai xem mà không khóc nx,5
2:35:34 coi nghẹn lòng...,5
2:36:00 tôi đã khóc khi xem tới đó,5
2:41:41 em chưa hình dung  điều này cuốn quá mình cứ xem đi xem lại  mãi thôi có ai giống mình ko (nếu có thì cho một like nhé,5
"2:48 cảm ơn nghệ sĩ trấn Thành cũng như các nghệ sĩ trong phim , phim rất hay có nội dung rất gần với cuộc sống hiện tại,",5
2/12 còn ai coi k nhỉ. Bộ phim hay quá trời thực sự chạm đến cảm xúc người xem. Mình coi mà khóc quá trời lun á.,5
2/27/22 coi lại vẵn cảm xúc đông đầy & rơi nc mắt,5
20:00 Film hay mà ko ai khen mà thấy toàn cmt tiêu cực là sao,4
20:15 khóc ngay từ những phút đầu phim luônn ấy..,5
20.12.24 ❤ thực sự biết ơn chú đã đem lại bộ phim hay như vậy,5
20/2/2024 Xem lại lần thứ n,5
2021 lại lần nữa :))) vẫn khóc vẫn cười như con dở người,5
2022ai còn xem lại ko?phim thật ý nghĩa.cam ơn cả đoàn phim,5
2023 ai còn coi ko bây giờ coi lại vẫn hay,5
2023 coi lại vẫn mê,5
"2023 rồi xem lại vẫn khóc sướt mướt phải công nhận kịch bản này của Trấn Thành rất hay và ý nghĩa, đánh vào tâm lí của rất nhiều hoàn cảnh, cảm ơn anh vì bộ phim ý nghĩa này ❤",5
"2023 vẫn coi lại vào những dịp rãnh, vẫn hay như ngày nào",5
2023 xem lại vẫn hay,5
"2024 ai còn xem điểm danh, tui xem lại lần thứ 5, vẫn hay tuyệt vời",5
2024 bắt đầu xem Bố Già. Đã hiểu lý do phim đạt gần 500t. Hay thiệt. Xuất sắc.,5
"2024 mới có tg xem phim của Trấn thành thực sự rất hay và ý nghĩa,nói lên câu chuyện của cs xh hiện thực ❤",5
2024 roi xem vẫn khóc tu tu=),5
2024 vẫn xem nè vẫn khóc 😢,5
2024 xem lại mà vẫn rưng rưng 😢,5
"2024, coi lại lần thứ 6 vẫn khóc :))))",5
2025 vẫn xem vì quá luỵ phim-((,5
25/4/2024 coi lại vẫn còn khóc. Dù ai có nói trấn thành này nọ ra sao thì tui vẫn thích trấn thành và ngưỡng mộ tài năng của anh ấy,5
"28/02/2024 bản thân đàn ông xem k khóc oà sướt mướt như phụ nữ, nhưng thật sự mình đã rơi nước mắt trong nhiều khoảnh khắc 🥺. Thật sự TT quá tài năng, cảm ơn anh",5
29 tháng 3 2024 coi xong lúc 02h45 cảm xúc vẫn như lần đầu coi rạp...khóc và cảm thấy cả gia đình trong câu chuyện này...tuy nhiên nghề nghiệp có hơi khác tí😢,5
29/1/2023  phim hay lắmm,5
"29/2/2024 tôi vẫn xem lại bộ phim này , cảm xúc vẫn y nguyên như ngày đầu ! Đúng là cảm giác rất lạ , khiến bản thân cảm thấy trân trọng cuộc sống hơn tuy gia đình tôi hiện tại là đầy đủ hạnh phúc nhưng trong quá khứ tôi cũng một phần nào đã trải qua và cảm nhận được những cảm xúc được viết lên trong bộ phim. Cảm ơn Ekip, cảm ơn anh Trấn Thành nhiều vì đã khiến tôi cảm thấy quý trọng cuộc sống này hơn .",5
"29% rotten tomato, ngớ ngẩn, nhảm nhí, chửi người ta hời hợt hộ với anh ơi",1
3nam xem lại vẫn khóc,5
4/1/2023 xem lại vẫn khóc như lần đầu.,5
6-1-2022 mình đã xem ở rạp nma kh đọng lại nhiều cảm xúc . nhưng hnay khi xem 3 bài hát và xem lại thì mới thấy bộ phim này ý nghĩa sâu lắng ntn,5
A đức đóng phút cuối quá dở,1
A thành a đóng phim làm e khó chịu Khó tả cảm ơn a,4
"A Thành làm phim quá đỉnh . Phim vừa hài , vừa cảm động mún chớt 💯",5
"A trấn Thành ơi quá tuyệt vời, rất nhân văn và ý nghĩa a nhé",5
A xìn diễn số 1 luôn.Cứ tưởng ba em không đó..Vote 5* cho a xìn,5
A Xìn đóng hay quá.như đời thường .thoại như ngoai xa hội .xem phim cứ ngỡ là k phải phim.!!!!!!!cam ơn,5
Adu..phim te qua vay...,1
Ai coi mà ko khóc tui thì cũng mạnh mẽ lắm ah nhe tran thành quá đỉnh,5
Ai cũng diễn hay  trừ Trần thành . Hỏi nói nhiều và diễn quá sorry đó là qua mắt của tôi,2
Ai cũng khen Trấn Thành mà ko khen Anh Đức. Cười muốn xỉu😆,3
Ai diển cũng hay nhất là trấn thành bái phục,5
Ai giống tui xem đi xem lại mấy lần không,5
ai mà coi phim rơi nước mắt giống như Mik ko😊,5
Ai nói gì thì nói chơ tôi coi khóc gì hoàng cảnh thiếu trước hụt sau mới hiểu được cảm giác này,5
Ai ns là cảm động khóc này nọ cả.sao mình thấy nó bt hay tại mình là con nhà nghèo nên cảm thấy nó nvay là bt.mình chỉ cảm thấy rất vui khi xem fim này.nhất là đoạn gần cuối khi ông ngủ dậy á .thấy hp m.n hoà đồng không phân biệt 😛,3
Ai tung sog trong canh kho khan thi se cam nhan dc tung chi tiet trog bo phim nay . Cam on AXIN !!!!,4
Ai xem cung khóc còn tôi chắc tại trãi nghuêmj những thứ đau hơn nên chắc không đủ kích thích để khóc nhưng fim hay xem 2 lần,4
ảnh đại diện ko có bà tân.phim hay quá,5
Anh Đức diễn hài hước dễ thương siêu hài hay,4
Anh làm em khóc rồi 😭hi hi,5
Anh Thành em thật sự rất thích phim này. Em mong anh làm thêm phim về chủ đề này nữa đi ạ. Mà em nghĩ anh nên chú trọng thêm mặt tình cảm ạ chèn thêm miếng hài vào khúc đang buồn thì không hay lắm ạ. Cá nhân em rất thích sản phẩm này của anh ạ. Cám ơn anh Thành.,4
"anh Thành,em nói thật lòng của em!anh diễn vai này,thật sự,y chang cha em….,và em bây giời em cũng háo thắng lắm,nhưng…, để đời dạy em.",5
anh Tiến Đạt diễn quá hay luôn,5
"Anh TRẤN THÀNH vào vai người nghèo mà có tình, không nịnh bợ quá xúc động hèn chi bộ phim này thành công ở Mỹ.",4
Ắc cảm nhất là xem gặp thằng cha giả giọng kiểu này. Đang xem tới khi ông xuất hiện...dẹp luôn,1
"Âm thanh gì lúc lớn muốn banh nhà, tới nhỏ cái k nghe đc lun. Thiết kế gì mà kì cục",1
âm thanh với hình ảnh không khớp,1
Ba em cũng từng đánh lộn như vậy từ hồi mà em coi phim này nhưng em tìm mãi không thấy em rất cảm động vì phim này hay quá,5
"Ba em ý kiểu._. Ông ấy khôg thương em và em cảm thấy nó có nhiều chuyện em rất muốn kể cái em trải qua nhưng nó dài lắm phải kể bằng mồm cơ….nói chung ba em không tốt nhưng ông ấy kiếm tiền để nuôi trong GĐ nhưng Ông ấy không đúng hoàng toàn có những cái ổng sai lắm, Ông ấy đánh mẹ mình vì cái áp lực GĐ, Ông ấy đánh mình và cũng nhờ ông ấy em mắc bệnh trầm cảm và chính là ổng làm em như vậy ^^ cái lúc em tuyệt vọng suy sụp nhất ông ấy lên gác chửi em “ mày chết đi tao đánh mày chết tao giết mày “ nếu là ng cha khác họ chẳng vậy đâu ạ thật thì nếu nói em chẳng biết nói bao nhiêu là đủ… nếu ai thấy mà nhìn theo cách mọi ng thì muốn coi em đúng hay sai cũng đc Em cảm ơn ^^Em đã khóc rất nhiều khi xem bộ này anh trong vai con trấn thành là em của hiện tại ạ ^^",5
"Bá láp, đâm dưới mông đít ma chảy máu miệng, tệ lắm thì liệt 1 chân, nhưng nó còn đứng vững, không có gì nguy hiểm tính mạng,",1
"Ba luôn yêu con theo cách của riêng ba, tình yêu của ba dành cho con không có ngôn từ nào có thể diễn tả được hết, vì ba là ba nên ba không biết cách thể hiện tình cảm của mình . Tình cảm của ba mẹ là một vòng lặp luân hồi , sau này khi con trở thành ba mẹ con sẽ hiểu được tình yêu của ba mẹ trước kia dành cho con nhều đến nhường nào.",3
bà mẹ vô lý quá tức ghê á,2
"Ba mình mất từ sớm, xem bộ phim này thấy nhớ ba quá. Bộ phim rất hay và cảm động. Mong hết dịch và có điều kiện để ra rạp xem ""Bố già"" phiên bản điện ảnh",5
"ba tui đi làm xa,xem vid này tui khóc nhiều lắm luôn,xem lại 4 lần r đó",5
Bà vợ vô duyen muon táng. Thứ gi,2
"bản chiếu rap quá hay, nhưng sao coi lại bản này k có cảm hứng như bản lúc coi ở rap :{",2
bản điện ảnh xem còn cảm động hơn,2
Bản này hay hơn bản điện ảnh,4
bản này phần cuối sao khác khi xem chiếu rạp nhỉ mọi người.. xem lúc chiếu rạp còn hay hơn nhiều,2
Bản này với bản điện Ảnh cái nào cũng hay quá. Tui coi đi coi lại rất nhiều lần r nhưng mà lần nào cảm xúc cũng vẫn vậy,5
"Bản thân k có Ba. Đã rất xúc động khi xem phim này. Người Ba hy sinh cho gia đình con cái học hành, mình vĩnh viễn không bao giờ có.",5
Bán tóc để lăys tiền trnag trải cuộc sống. Mình đã từng cắt mái tóc dày dài gần đầu gối năm 16 tuổi Coi cảnh này ứa nước mắt,5
Bản web drama nhiều cảm xúc hơn bản điện ảnh.,4
Bánh cuốn thực sự xem mà nước mắt cứ tuôn 😢,5
Bảo sao ko nên ra rạp xem. Phim chán,2
Bây giờ xem lại t vẫn rơi nước mắt,5
Bây giờ xem lại vẫn thấy hay và cảm động,5
"Bây h ms xem phim này, hay qá",5
"bị đâm mà như trúng đọc zay học mấu, mà phim hay ý nghĩa",4
Bị đâm sau lưng mà ra máu họng phim xuất sắc quá kakaka,2
"bị ghiền phim này luôn á, coi mãi không chán <3",5
Biết bao nhiêu nc mắt,5
Biết là diễn nhưng thấy cảnh Trấn Thành chửi bới rồi quánh tuấn trần làm gì cũng không hài lòng  thấy hơi quá đáng 🙄,2
Biết là phim là diễn nhưng tôi vẫn khóc . Có vẻ tôi thiếu thốn tình cảm,5
Biết là phim nhma tối ngày chửi qài ghéc vãi l :)),1
Biết là phim nhưng sao Nước mắt không ngừng luôn vậy nè,5
Bình thường chứ có gì đặc sắc đâu,3
Bỏ ngoài tai thị phi thì phải nói rằng phim của Trấn Thành đỉnh thực sự ấy,5
bo phim ko co tinh nhan van,1
"Bo phim nay hay qua , coi ma khoc, that la cam dong, cam on TThanh va Le Giang😘👍❤",5
BO PHIM NAY VUI QUA,4
Bo phim nay xem  rat hay ..moi nguoi dien ai cung xuat sac ..,5
Bo phim qua hay .qua doi moi nguoi oi .minh phai nhin lai minh,5
bo phim rat y nghia nhan van,5
Bo Phim Vietnam  tuyet voi,5
"Bo phin qua hay , noi dung rat thuc te xac thuc trong cuoc song cua nguoi dan minh",5
Bộ 🎥 bố láo thằng hề nhảm nhí,1
"Bố cái tg hay khóc nhè này đóng phim bố già chỉ có để trẻ con nó ko có biết gì nó xem thôi, chứ 18 tuổi trở lên ko có ai thèm coi đâu",1
Bố dà phải nói trấn Thành rất hay,5
Bộ fim hay mang tính chất quảng cáo rất nhiều hãng và thú vị 😍,4
"Bố già – cái tên có vẻ khá quen thuộc với chúng ta nhỉ, Bộ phim đã lưu lại nhiều cảm xúc trong tôi, khiến tôi phải tự nhìn nhận về chính bản thân mình, về những gì mà mình chưa thể làm được cho bố của tôi. Chính vì thế mà, ấn tượng với tôi nhất, đem đến cho tôi nhiều cảm xúc nhất, không ai khác đó là hình ảnh “Bố già – ông Sang” Có thể nói, Trấn Thành đã khắc họa rất thành công nhân vật ông Sang – một biểu tượng đậm nét cho người cha già khắc khổ, sống chắt chiu vì con cái, điển hình của một ông bố miền quê Việt Nam – và cũng phần nào đó có chứa chấp dáng vẻ của một người mẹ!",5
Bố già bản điện ảnh tuyệt vời bố già này cũng vậy ❤❤❤,5
Bố già là bộ phim kinh điển,5
Bố già mới ra con xem tận 3 lần đó chú. Vẫn rất hay và hâm mộ phim của chú 🥰❤️,5
Bố già ơi là bố già cười đau bụng lun khúc chưởi lộn rồi vào công an  vừa mở fim là hút vào liền ko thoát ra được xem rồi xem lại vẩn ko chán,5
"Bố già phần đầu đã hay rồi giờ thêm Bố Già mới nữa, kiệt tác",5
Bố Già phần này hay hơn Bố Già chiếu rạp nha,4
"Bô gia xem nhiêu lân ko biêt chan...phim nôi tâm, tâm ly long ngươi chân chât vơi tinh yêu gđ , tinh yêu xâu săc lo lăng cho con cai...xem phim Bô gia cam đông hay tuyêt vơi...😆",5
"bố mình cũg rất nóng tính và ko ngọt ngào. dễ nổi giận. bộ phim đáh đúng tâm lí giúp những đứa con thấu hiểu cha mình hơn ,vì ko ăn học và lm cực khổ nên khiến ôg bố ln cáu gắt nhưg ôg ln chịu cực khổ bên ngoài và ln yêu thương gd 😢",4
Bộ này hài gần chết Đốt nhà siêu to khủng lồ 😂😂😂🤦‍♀️,4
"Bộ này thấy hay hơn là phần 2, phần này xem khóc quá khóc.Đúng là nghèo nó hay xui lắm",5
"Bộ phim 10 điểm cho tới khi ông bố tỉnh dậy, k biết mọi người thế nào nhưng cái mình muốn thấy là cái của gia đình nghèo đó chứ k phải là gia đình giàu có xa hoa kia",3
Bộ phim 2 tiếng rưởi cũng biết là phim hay mà quá lạm dụng quảng cáo koi mất cảm súc,2
Bộ phim bỏ bữa nhiều nhất năm 🤭,5
"Bộ phím bố già cuộc sống giống bao gia đình ngoài đời quá ,giống thực tế ,xem thấy đúng như c/s chúc thành diễn suất quá tuyệt vời ❤️❤️❤️lớn mới hiểu dc tâm ‘ lòng cha mẹ khổ cực nuôi con cái vất vả chùng nao..",5
Bộ phim bố già này hay quá.....!🍑🥰🎁,5
Bộ phim cảnh tượng y chang cuộc sống gia đình mình....,5
"Bộ phim chạm đến trái tim của khán giả, đó mới là cuộc sống chân thật của dân lao động tự do, mưu sinh trên đất SG, 
Một tác phẩm tuyệt vời",5
"Bộ phim chạm đến trái tim của khán giả, đó mới là cuộc sống chân thật của dân lao động tự do, mưu sinh trên đất SG, Một tác phẩm tuyệt vời",5
Bộ phim chạm đến trái tim của nhiều người. Thương cha,5
bộ phim chân thật khiến người ta khó chịu,5
Bộ phim có doanh thu khủng trong nước   nhưng có số điểm thấp về đánh giá phim ngoài nước đó chuyện bình thường vì đây là bộ phim nói về cuộc sống mưu sinh nó diễn ra rất chân thật của người Việt Nam chạy ăn từng bữa sống ngày nào biết ngày đó những vất vả đối với những người nghèo những mặt phải mặt trái của xã hội  những người sống trên đất Mỹ người ta có đủ các chế độ cho mọi công dân của họ họ có hai chính phủ còn ở Việt Nam là đất nước độc tài một chính phủ thôi nên cuộc sống và nền văn hóa họ khác biệt với Việt Nam rất nhiều nên chuyên gia nhận xét về phim của họ cũng có cái nhìn khác vì vậy cũng chẳng nên buồn dù sao thì Bộ phim cũng thành công trong nước nên cũng chúc mừng trấn Thành sẽ phát huy thêm trong sự nghiệp làm ra nhiều bộ phim hay hơn nữa ở đời mà càng thị phi thì càng phải cố gắng,3
Bộ phim có nhiều câu nói ý nghĩa,4
bộ phim của nhửng ông bố quá tuyệt,5
"Bộ phim drama' Bố Già' đầu tay của TT rất hay và ý nghĩa, hay hơn cả phim điện ảnh'Bố Già'",5
Bộ phim đã lấy đi nước mắt chả tôi rất nhiều,5
Bộ phim đã lấy jk bao nhiu nước mắt ng xem,5
Bộ phim đã lấy nước mắt của tôi,5
bộ phim đầu tien khien cháu phải rơi nước mắt,5
"Bộ phim đầy ý nghĩa, thấy hình ảnh mình trong nv của Trấn Thành, hình tượng người chồng người cha, mồm thì quát mắng chửi bới, nhưng sâu trong thì nhiều nội tâm. Thật sự không biết nói gì hơn",5
Bộ phim để lại ấn tượng sâu sắc nhất trong lòng tôi. Coi lại thôi nhưng mà cảm xúc vẫn như lần đầu. Xin cảm ơn a Trấn Thành về bộ phim. Cảm ơn ba mẹ <3,5
Bộ phim đúng như đời. Nhờ bộ phim này mới biết cuộc sống và sự huy sinh của cha mẹ là k có j so sánh được. Đam mê k đổi bằng hp. Mong ai đọc đc bl của tui thì hãy cố gắng thương cha thương mẹ...làm tích cực cho đời. Thế là đủ. Chúc anh chị cô chú gần xa sớm chiến Thắng Dịch CoVid này,5
Bộ phim được truyền thông tư + báo chí đẩy lên thái quá. Vai diễn của TT luôn có nét giả tạo.,1
"Bộ phim full bi kịch của cuộc sống, nhưng chuyện gì cũng cần sự cố gắng kèm một ít sự may mắn, có lẽ đó là phép màu để cuộc đời 1 con người bước sang 1 trang mới. Dù làm bất kỳ chuyện gì thì gia đình vẫn là tất cả. Bộ phim hay.",4
Bộ phim gì coi 10 lần khóc cả 10 vậy trời. Quá hay quá đời ạ.,5
Bộ phim giàu cảm xúc. Rất hâm mộ anh Thành,5
bộ phim hay,4
Bộ phim hay nhất mà mình từng xem.cảm ơn Trấn Thành,5
bộ phim hay nhất tôi từng xem,5
"Bộ phim hay quá cám ơn đạo diễn Trấn Thành  ,mình đã khóc khi xem bộ phim này.",5
bộ phim hay và xúc động,4
Bộ phim khá hay chân thực nhưng diễn suất nhân vật chưa dc hoàn hảo cho lắm có những phân cảnh diễn sến quá đâm ra hơi lố,2
Bộ phim khá hay.Nhưng mình mong chờ một cái kết tuyệt vời hơn nữa,3
Bộ phim khiến tôi phải tua rất nhiều..,2
"Bộ phim kiến con người ta rơi nước mắt, tui nhớ bố quá, nhớ cuộc sống trước đây có bố, cả nhà mình vui biết bao",5
Bộ phim là một kiệt tác của cô cuộc sống phải nói là rất hay,5
bộ phim là mơ trong mơ kkk,3
Bộ phim lấy đi nhiều nước mắt của e nhất là đây ...,5
bộ phìm lấy đi nước mắt của mình nhìu nhất,5
"Bộ phim lấy rất nhiều nước của tôi, cảm ơn vì đâu đó có hình bóng của gia đình tôi trong đó. 👍👍👍",5
Bộ phim lột tả được hết chân thực và thực tế một bộ phận của đời sống. Những mảnh đời thấp bé..không có lời ăn tiếng nói. Những con người sống và lớn lên trong số nghèo. Chỉ những số phận từng sống trong hoàn cảnh như thế mới hiểu và cảm nhận được hết từng tình tiết lời thoại trong phim. Cảm động thật sự cảm động!! Cảm ơn tất cả!!! Cảm ơn Trấn Thành ❤,5
bộ phim mang lại sự riêng tư rất nhiều,4
"Bộ phim mình thấy k có nội dung, diễn viên đóng làm lố lên, không chân thực. Tẻ nhạt",1
Bộ phim mình xem tới đâu.khóc bảo nhiêu.cười bây nhiêu.bộ phim rất hay,5
Bộ phim này chất lượng quá mong nhiều.phim hay như vậy,4
Bộ phim này coi rất hay rất ý nghĩa trong cuộc sống mỗi ng 1 số phận nên trân trọng nhau dù giàu hay nghèo mọi ng ơi đừng trọng sang mà khinh những ng sống cuộc sống ko đầy đủ vì cuộc sống luôn đẹp theo những ngày mỗi khi gần cha vs mẹ nên trân trọng điều này 1 bộ phim rất hay coi rất hút ng xem,5
Bộ phim này giống 70% cuộc đời tôi .  Tôi đã rơi rất nhiều nước mắt . Ôi cái cuộc đời .......,5
"Bộ phim này giống lúc xưa nhà tôi nghèo khổ, nhà đủ thứ chi tiêu,vậy mà cha mẹ vẫn cố gắng cho mấy a c e tôi đi học hết lớp 12,cha tôi nói để thoát dốt cho xã hội k xem thường như cha",5
"Bộ phim này là bộ phim ý nghĩa nhất, phim mang tính chất sống thực nhất mà tôi từng xem . Vậy mà tới bây h em mới xem được , bộ phim này đáng được nối tiếng 😊",5
"Bộ phim này là tượng trưng cho những gia đình ở tầng lớp bình dân ở SG , tôi thấy thật hay",5
Bộ phim này như ở ngoài đời thực luôn tình cảm cha con luôn mà vẫn để luôn tranh cái nhau trong nhà.. rất hay và ý nghĩa lắm.,5
Bộ phim này phát sóng một năm rồi bữa nay mình mới coi xong dai bố già rất giống cha của mình ngày xưa coi mà khóc bụt mắt hết luôn tại vì cha mình cũng giống như bố già tội cho bố già lo cho con cả cuộc đời của bố cảm ơn bố,5
Bộ phim này quá thực tế chỉ những ai trong hoàn cảnh này mới hiểu được . Những người giàu sẽ không bao giờ cảm nhận được bộ phim này một cách sâu sắc một cách đồng cảm😢,5
Bộ phim này rất bình thường mà sao chi phí rất cao Có khi nào bị thổi phồng lên không,3
Bộ phim này rất hay lắm,5
"Bộ phim này tả thực về cuộc sống của những người khó khăn, thật sự rất cảm động và chạm được trái tim người xem.",5
