text,label
Tôi rất tức giận vì mọi người ko điều tra kĩ mà nói người ta hiếp dâm 😢😢😢,2
dù không muốn lòng đau nhưng  nước mắt cứ rơi :((((,4
Xem phim chảy nc mắt,4
,
,
,
Tôi đã khóc ngập phòng,5
Tôi đã xem 4 lần và lần nào cũng khóc😢,5
,
,
Thương quá Khóc như mưa luôn,5
ngồi ôm con gái xem phim này mà rớt nước mắt.,5
Đây là lần đầu tiên tôi khóc khi xem phim. Tôi khóc rất nhiều,5
xem xong vừa tức vừa thương,4
Nói chung ông cảnh sát trưởng có nói một câu khiến mình nhớ đại loại như: phải có một người chịu trách nhiệm cho chuyện này :) cũng là thương con - nhưng sai cách,4
Xem đi xem lại vẫn khóc lụt cả nhà,5
,
tôi ghét nhất cái bọn cảnh sát trong phim này,2
đúng là chưa điều tra kĩ mà đã giết người ta,2
,
Bình thường 🙃,3
Lần đầu xem phim mà vừa khóc mà lại vừa cười😊,4
Tôi đã khóc khi xem phim này,5
Tôi đã bật khóc khi xem bộ phim này,5
Chưa bao giờ xem phim mà khóc nhiều như này huhu,5
Tôi muốn khóc quá 😢😢😢,4
mình đã ko kìm được nước mắt khi xem bộ phim 😭😭😭,5
tui khóc nhiều lắm,5
,
Vừa xem vừa khóc vì nhớ con,5
Tôi đã khóc đến tận đêm khuya. Thật sự bộ phim này rất tuyệt vời!,5
Thực tế thì luôn phũ phàng 😭😭😭,3
tội ông bố quá tôi xem xong  khóc luôn 😭😭😭😭😭😭😭😭cảnh sát phải bị xử tử 😡😡😡😡😡,5
Phim hay quá,4
Trên cả tuyệt vời,5
Là 1 thằng đàn ông tôi ko thể khóc nhưng xem xong fim này tôi khóc thật rồi.,5
Vì đó là dựa trên câu chuyện có thật nên đương nhiên là khiến mọi người đau khổ,4
Em khóc rồi phim hay quá,5
hay quá tôi sưng hết cả mắt lên rồi,5
"tự nhiên chỉ vì họ nghèo mà họ phải chết oan, xã hội này thực sự bất công, ở quốc gia nào cũng vậy, đương đầu với cái ác bằng sự trong sáng chỉ là trứng chọi đá, tôi đã khóc nhiều khi xem phim này, e bé đóng quá hay giống như đó là bố ruột của e vậy",5
,
Xem phim vừa cười vừa khóc 😂😂,4
tôi xem cố nén cảm xúc mà không kiềm được nước mắt,5
12h đêm xem lại khóc như mưa,5
Hay lắm phim này vừa hài và rất cảm động,4
Phải tôi thì cũng chấp nhận chết để con gái mình đc bình yên,4
,
"Mình từ 6t ba mình đã mất rồi , nên giờ coi phim về ba khóc mãi mình chưa gặp ba bao giờ năm nay mình 11t 😔",5
Bố có thể ở tù suốt đời cũng được. Chỉ cần đừng đi đến nơi đó 😢😢😢,4
,
,
,
,
Phim không thật tế . xem chán vl,1
Nếu là câu chuyện có thật thì xã hội. cảnh sát  trog hoàn cảnh đó.thực sự quá thối nát..buồn,3
Cảm động quá,4
Coi mà  mình khóc hết nước mắt luôn,5
Tui vừa coi vừa khóc,5
Mik ko thể kìm nét được cảm xúc😭😌😌🥺,4
tôi xem hết tôi muốn khóc luôn,4
xem đi xem lại vẫn dưng dưng nc mắt- chú ơi chú có thể bắt gian cháu đc ko,
,
Ông cảnh sát công lý biểu cảm tuyệt vời,4
Phim rất hay khóc rất nhiều lun,5
,
Xem xong phim mà muốn khóc luôn ý 😭😭,4
,
Tự nhiên đang coi khúc cuối cái ra nước mắt luôn,5
"Tôi đã khóc khi xem bộ phim này, nó thật sự rất ý nghĩa 😔😭",5
Xem mà khóc như dòng sông,5
,
,
,
,
,
muốn khóc luôn,4
Phim này cảm động lắm,4
một ng chưa biết khóc bao giờ như tôi cũng phải rơi nước mắt.. thấy nhớ con và gia đình quá.!,5
Em coi mà em khóc luôn😢😭,5
"Phim này không hay nha mọi người, tôi xem đi xem lại mấy lần, xem xong  toàn khóc 😭",5
Ko biết cảnh sát lẫn luật pháp như cứk đúng là tạo nghiệp đến lúc chết đi cũng ko được tha,3
,
,
Trong đời của mỗi con người chúng ta nên xem bộ phim này....xem full trọn tập và đừng tua 1 giây nào....nó sẽ làm tim bạn thắt lại và nước mắt không ngừng rơi....1 bộ phim qua hay và quá nhân văn....1 người kiệm nước mắt như tui xem mà khóc đến nỗi sáng ra mắt sưng như bị Ong đốt..../😌,5
Lúc ông bố chết rồi thì mới được toà án phán vô tội,3
"Tại sao người tốt, đến cuối cùng vẫn phải chịu bất công 😭😭😭20 năm, sau khi xử chết mới lấy lại được sự thật. Thì còn nghĩa lý gì ??. Người bố ấy vẫn phải chết oan. Còn bé gái đã phải chịu đựng biết bao đau khổ, ấm ức trong 20 năm ấy.",3
Công bằng ở đâu? Tại sao những ng tốt lun phải nhận cái kết đau khổ chứ!!,3
Rất hiếm bộ phim làm tôi rơi nước mắt nhưng đây là bộ phim làm tôi rơi nước mắt nhiều nhất 😢😢😢😢,5
Xem phim xong mà khóc cạn nước mắt thật tội nghiệp ông bố vô tội 😢😢😿😿,5
thật cảm động về tình cha con,4
,
,
Quá hay. Không biết có thể dùng từ gì để nói về bộ phim này!,5
Tôi khóc hết nước mắt,5
từa lưa nước mắt,5
,
,
Tôi là con trai rất cứng rắn..nhưng khi xem video này tôi đã rơi nước mắt 😔,5
,
Cảm động quá 😢,4
nghe câu nói của bé gái là nước mắt tuôn ra,4
,
Tr ơi coi phim này mà khóc như mưa z😭,5
,
Chưa bao giờ tôi phải khóc khi xem phim nhưng bộ phim này đã khiến tôi khóc 😑😑😐,5
Tôi đã khóc khi xem nó,5
Kím đâu ra đứa con nít với con gái lớn giống nhau quá vậy  ? 😭😭😭,3
Đây là một bộ phim hay nhất và ý nghĩa nhất mà tôi từng được xem👍👍👍💯💯😍😍 ♥️♥️,5
Video này cảm xúc quá tôi xem tôi khóc luôn,5
tui khóc đến cạn nước mắt luôn,5
"Cảm động quá, huhu",4
Tui khóc r 😢,5
Ông bố bị giết rồi hả???,3
,
đây là bộ phim lấn đầu tiên tôi khóc.,5
,
,
Hậu quả thì tên giám đốc như nào vậy?,3
,
Tội ông bố đã bị oan mấy năm và còn bị xử xát nữa xem xong phim này tôi thấy cảm động quá huhuhu.🤩😟😥😢,4
,
xem lần nào cũng khóc,5
Điều tốt đẹp sẽ ko đến vs ng tử tế đâu,3
,
Chưa xem hết tui đã khóc,5
Ủa vậy ông bố có chết ko,3
,
;( cũng do xã hội đen tối mà chết đi nhiều người,3
Hu hu cảm động quá đi hu hu😭😭😱😭,4
"Thề cả cuộc đời xem phim .phim này là một ,và phim mộ đom đóm .không giám xem lần 2. Chỉ là phim mà nó đau đớn vô cùng.",5
,
tức không chịu được  tất cả là tại ông luật sư đó hết,3
tức vãi tức không chịu được,3
,
cười bể bụng bầu,4
chị ơi em coi mà em khóc ướt sàn nhà huhuhu,5
Tội nghiệp ông bố thật 😢 bị oan mà bà quỷ kia hại ông bố,4
Tôi đã bật khóc 😭😭😭.,5
lúc đầu vào tù thì bị mấy tù nhân khác đánh nhưng vài ngày sau ko đánh mà làm hòa,3
,
,
Tôi xem mà tôi khóc,5
tôi nghỉ vì sao một người tốt bụng lại được cái kết đó,3
Tôi đó giờ là một người không bao giờ khóc bộ phim gì cũng ko làm tôi khóc thật sự đây là một bộ phim làm tôi rơi nước mắt 😭 nhà  giàu đáng ghét,5
"hay quá, phim nói đúng lên đúng sự bất công trong xã hội và tình cảm của hai cha con =((",5
,
Khóc hết nước mắt,5
Làm giám đốc cảnh sát mà ác thế,3
Xem khóc luôn 🥺🥺,5
Cảm động quá,4
Khóc cả ngày luôn ấy,5
Em thích bộ phim này em còn tải xuống video này mà còn cảm động nữa hihi😚😚,5
,
,
"Tội ông bố quá , cảnh sát kiểu gì vậy ko hỏi tội đã bắt rồi . Tội ông bố quá😔🥺",4
Cảm xúc lun lun kiểm soát đc trái tim của mik,3
Cảm động vải l**n từ trc tới giờ tui những bộ phim cảm động tui ko hề khóc nhưng bộ phim này đã khiến tim tui khóc 💔 😢,5
10000000kg nuoc mắt thật là Cảm dong,5
Phim hay dã man xem tới lần thứ 2 vẫn khóc TvT,5
cay ông giàu có kia làm người ta khóc suốt 😥😥😭😭😭😭😭😰😰,5
tội 2 bố con quá😭😭😭😭😭,4
"Tôi đã bật khóc khi xem bộ phim này và đây là lần đầu tiên tôi khóc vì xem fim. Rất hay, rất ý nghĩa và rất xúc động không kìm nén được cảm xúc😭",5
Tôi đã chảy nước mắt nhiều khi xem phim này,5
xem nhớ bố quá bố tớ cũng mất rồi,4
,
Ko kìm nén nổi sự xúc động,4
Phim hay quá cảm động xem xong muốn khóc,4
,
,
,
,
,
,
,
"Chị ơi em xem mà khóc luôn rồi,thật sự khâm phục tình cảm của em bé này 🥺🥺🥺🥺🥺",5
Tình cảm cha con thiệt là cảm động,4
,
Dù tôi là một người ko bt khóc là gì nhưng khi tôi xem bộ phim này xong thì tôi đã khóc một bộ phim rất hay nó nói lên những mặt trái của xã hội này nói tóm lại phim thật sự rất đáng xem,5
,
Mình chỉ mới xem reveiw phim thôi mà đã khóc rồi nên k dám xem luôn 😌😌,5
,
Bộ phim đầu tiên làm tui khóc !,5
Tội nghiệp hai bố con quá 😭🤧,4
Mik xem phim này cũg lâu rồi hôm nay mik lại xem lại  mik xem phim này khóc luôn,5
,
hận cái ông kia luôn á ác thực sự,3
mình xem mình khóc nhiều lắm lun á,4
Tôi đã khóc rất nhiều,5
"Nếu bố tui còn sống thì tui có thể cùng bố tui ngồi coi bô phim cảm động này. Con xin lỗi bố , con chúc bố vui vẻ nơi chín suối . Mãi yêu bố!!!!",4
,
Em chấm phim này 100 điểm  he he he,4
,
Hay quá tôi rất thích,4
,
Xem mà xém khóc luôn khúc cuối,4
Tôi đã khóc,5
,
"Thực sự mà nói thì ko bt do review nên chưa cảm động lắm hay sao mà mik vẫn chx khóc, nhưng nó đã làm mik cảm động rất nhiều so vs các bộ phim khác 😊😊😊",4
Tôi đã khóc rất nhiều khi xem phim này 2013.Khóc rất nhiều nhất là dẫn bố đến pháp trường.,5
cực kì tốn giấy nha,5
,
Làm mình khóc muốn chết,5
Coi mà khóc luôn á 😢😢,5
Mía coi khóc muốn chớt luôn,5
Mik đã rơi nước mắt rồi,5
Một bộ phim đáng để xem!,4
Bây giờ tôi mới thấy được bạn chất của một con người không như mình mong đợi,4
xem bộ phim này đến khúc cuối khóc ko kìm nén được cảm xúc😭,5
,
,
Sao ngta nói bộ phim có thật. Nếu có thật thì người ngoài ko bao h đc vào ở trại giam như bé này đâu :(. Xem xong m khóc sướt mướt :((,5
,
Huhu xem mà khóc ra hết nước mắt luôn á,5
,
cảm ơn vì đã lm  ra video ý nghĩ nhất và xúc động nhất mà tôi từng xem cảm ơn,5
Em bật khóc luôn,5
,
"khóc hết nước mắt, nếu là thật thì tội quá😭😭😭",5
Tui coi mà tui tức á,3
,
muốn công bằng phải có tiền:))),3
Coi lần nào cung khóc,5
buồn quá đi mất đoạn cuối em khóc nhiều quá😭😭😭,5
ơ bị oan mà😶,3
Tôi đã khóc khi xem hết clip 😭,5
,
Coi mà ko cầm đc nước mắt 😭,5
Các bạn đã bt ý nghĩa của phim và học đc bài học gì từ phim?,3
,
,
Cảm xúc quá!,4
Khóc.......,4
"xem phim này thì chẳng khóc, xem phim ma thì khóc, xem phim hài thì chán, xem phim tẻ nhạt thì cười  = )",3
10điểm cảm động,4
,
,
Bộ phim này buồn quá đi e đã khóc,5
Quá hay 👍 🥰🥰🥰🥰,5
Tội quá 😢😢😢😢😢😢😢😢,3
"có thấy buốn đâu,chỉ thấy tức thôi á !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",2
,
Phim quá hay,5
Xem xong mik khóc lun,5
Cảm động quá 😭😭😭,
Tội nghiệp quá. Tôi xem mà tôi khóc lun😭,5
Xem đoạn cuối mà muốn khóc 😧😥😢😰😨😓,4
"Một người bố vĩ đại, hi sinh hết vì người con mà bị oan. Cảm xúc là một thứ ko thiếu, nhưng ko thế kìm chế được một vụ án mà chưa tìm hiểu.",3
,
,
Em xem mà rơi nước mắt,5
Phim cảm động quá,4
Xem đi xem đi lại 6 lần vẫn thấy hay,5
Cảm động quá đi 😭,4
tôi thấy cay cái thằng giám đốc lắm cơ!,3
Tôi đã cố ngừng khóc khi xem bộ phim này nhưng nước mắt tôi vẫn có thể chảy😭😭😭😭😭😭,5
Xem mà khóc luôn á,5
Xem xog khóc 🥺☺️,5
Tội quá hu hu 😭,3
Khóc lun rồi,5
,
,
,
Xem đi xem lại hơn chục lần lần nào cũng khóc ( đúng phim hay nhất mọi thời đại),5
Cảm động ở đoạn cuối,4
Nghẹn lòng😢,4
,
lúc đầu tưởng diễn nhưng nghe đến câu đâu là 1 câu chuyện có thật thì tôi đã khóc,5
,
Khóc sưng cả mắt các bác ạ,5
Em cảm động luôn á,4
Xem từ đầu đến cuối chỉ lặng lẽ rơi nước mắt.. đến đoạn cuối khi biết nhân vật bố đã chết thì khóc thành tiếng luôn :(((,4
,
Khóc hết nước mắt rồi ạ,5
Tôi rớt nước mắt luôn ạ 💧💧💧,5
Tôi xem đến đoạn cuối mà đã khóc hết nước mắt,5
Xúc động quá đi mất!!!!!,4
Hên là sai lầm Ko thì chết luôn rồi,3
,
,
Phim quá hay và cảm động 🥰🥰🥰,5
,
Tôi đã khóc 😭😭(😳😢😳😢)😭😭,5
khóc cạn nước mắt khóc cạn nước miếng 😟☹,5
Khi biết đến cả bộ phim này và phim Hope. 1 phim thì tội ác tày trời nhưng chỉ tù 12 năm vì kẻ ác kia có dấu hiệu tâm thần. 1 phim thì phán tử hình 1 người có trí tuệ 5 tuổi.,3
Bố ơi.!   cảm ơn bố vì đã sinh ra con....!Bố cũng cảm ơn con vì đã làm con gái của bố....!😢😢😢,3
Tui coi mà khóc luôn ấy 😭,5
,
Mình muốn khóc nhưng ko đc,4
tôi xem phim này ko có cảm xúc,2
Vừa xem mà vừa khóc vừa cười khóc vì buồn vì nam chính bị oan cười vì những khoảnh khắc hạnh phúc cha con họ bên nhau,5
Tôi khóc hết nước mắt  cảm động quá 😭😭😭😭,5
xem mà khóc cả dòng sông lun rồi😭😭,5
Coi xong khóc luôn tội quá đúng là ko phải cảnh sát nào cũng đúng,5
Không chỉ trong phim mà con người ở ngoài đời thực cũng như vậy,3
Mình Xém Khóc Quá Cảm Động tội Y oung Gu quá...,3
"tôi đã khóc rất nhiều , phim rất cảm động",5
Tội quá 😭😭😭😭,3
Tao coi mà tao khóc 1 lích luôn,5
Nam chính oan mà,3
Cảm động quá 😭😭😭😭😭,4
,
"bộ phim j mà làm mình khóc đến khuya liên tiếp 10 ngày vẫn chưa hết, còn ông bố ko có lỗi, vì lúc cô bé kia chạy thì vấp ngã tại tảng băng với viên gạch trúng đầu nên chết. Vậy mà làm mình khóc 10 ngày liên tiếp vì ông bố😭😢😥😰",5
Câu chuyện này dựa trên câu chuyện có thật sao thật kinh khủng mà 🥺🥺,3
Tôi khóc ko còn nước mắt để xem phim khác rồi 😭,5
Sự thật lúc nào cx phũ phàng^^,3
,
Xem xong em khóc quá trời luôn,5
Ông bố giúp người mà còn bị giết,3
,
,
"phim hay quá , chảy nước mắt luôn",5
bộ phim này cảm động quá,4
mình xem xúc động quá đi huhu,4
cảm động quá:(,4
Trời ơi sao lại có 1 bộ phim hay mà cảm động như v hả tr....coi khóc quá trời lunn,5
,
Cuộc sống này thật là bất công,3
,
Phim này buồn quá đi 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,4
cảnh sát mà đánh người ta ư?,3
Giàu mà k có tình người sống cũng trả được yên giấc đâu.,3
cảm động quá Tại sao người tốt lại phải chết 😭,4
Tội ông bố quá bị oan xem xong khóc muốn chết luôn tui thích mấy phim này nè vừa hay  vừa nghĩa cảm  cảm động ☺,5
Tội con nhỏ chết á đeo cái balo chết á. Má tội vl D:,3
xem mà muốn khóc luôn :(,4
,
,
Tôi khóc rất nhiều lần khi xem bộ phim này,5
💘💔💓💓tội quá 🥺😭😭😭😭😭😭😭😭😭😢😭😢😭😢😢😢😭,3
Xem mà nóng á công lý là đây 😡😡😡😡,3
,
,
,
,
Xem mà thấy cảm động hai bố con,4
,
em đã coi phim này một lần rồi nhưng mà coi lại buồn quá huhu,4
phim hay và ý nghĩa quá,4
Bộ phim này rất hay tôi đã khóc vì bộ phim và nhạc,5
ông cảnh sát ác thật nhìn muốn đấm,3
;-; 😭😭😭😭😭 khổ thật,3
,
,
,
,
"Tôi trước khi xem thì nghĩ rằng"" có mỗi bộ phim mà cũng khóc "" , xem xong tôi ""Nước mắt như đại dương """,5
vậy là người ba vẫn chết là sao tội ông ba bị đổ oan,3
"Mới coi phần đầu mà tui đã rơi một đống nước mắt rồi, từ đầu đến cuối đều rơi nước mắt hết hu hu ;<",5
,
Tội nghiệp ông bố quá,3
Tội nghiệp ông bố và con gái quá,3
Coi mà khóc quá trời á ko thể nhịn nổi,5
trời cảnh sát mà quá đáng vậy,3
tôi đã coi xong bộ phim này mà tôi muốn khóc luôn đấy 😭😭😢😥,4
Lại lấy đi nước mắt của tôi rồi ... :( Tôi tự nhủ mai sau mình sẽ là người bố tốt giống chú ấy,5
Tôi đã khóc rất nhiều,5
Em khóc lun òi,5
Sao lại có bộ phim khổ thân như thế em khóc hết nước mắt 😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣,5
Cảm động quá,4
,
,
ông bố ấy thì bị xử tự vào ngày sinh nhật của con mình còn bố tôi thì đi tù vào đúng ngày sinh nhật của tôi^^,3
Tui đã khóc sau khi coi đoạn cuối,5
tội cô bé và bố của cô bé quá😭😭😭😭,3
,
tôi suýt nữa thì bật khóc vì bộ phim này,4
"tôi xem 2 lần rồi mà vẫn khóc ,lúc đó cảm thấy thương bố của mình lắm luôn",5
Coi 2 lần khóc hết hai lần 😭😭😭😭😔😔😔,5
,
,
Ghét cái con bị chết vì nó mà ông bố phải đi nhà giam,3
đúng là một bộ phim có ý nghĩa,4
cảm động rớt nước mắt em luôn á,5
Coi xong phim mà tui khóc á mà tội ông bố bị nói oan 😭😭😭😭😭,5
em coi mà khóc hết nước mắt nước mũi huhu,5
,
,
Tôi coi xong nước mắt chảy thành sông luôn,5
coi xong mà buồn quá :(tôi coi mà muốn giết cái tên độc át đó,4
Đúng là tội người bố mà bà kia ko biết gì còn báo cảnh sát xem xong mà rớt cả nước mắt,5
,
Nhân vật chính thương quá sao mà ác được với Nhân vật chính thế,4
Bộ phim lấy nhiều nước mắt người xem nhất,5
Có ai mà vừa xem xong là khóc như tui không ?,5
xúc động quá 😭😭😭,4
,
tôi đã khóc,5
Cảm động quá,4
Má xem thấy mấy thằng nhà giàu thấy tức,3
,
,
,
,
,
,
,
,
,
,
,
,
,
,
trời ơi làm phim gì mà khóc muốn chết vậy 😊😊😭,5
coi cái này ai không khóc chắc ko phải con người nữa cảm động quá,5
,
coi mà khóc ko kìm đc luôn,5
má mắc cười tắt thở mất,4
,
,
"phim ý nghĩa quá ạ, mình khóc hết cả 1 bịch khắn giấy luôn",5
,
,
,
chắc em phải khóc 2 tấn nước mắt quá,5
,
,
,
"Tội ông bố vừa bị oan mà vừa ko bt chuyện j thì làm sao thoát tù, mà dù sao ông đó vẫn ra tù đc☺️",3
,
,
Thật là thương hai bố con 😭😭...,3
thật cảm động rất hay,4
ông công an và thẩm phán quá ác . Nhất là ông cảnh sát cấp cao,3
Em mất 2 bịch khăn giấy,5
tui thù ai giết kẻ vô tội vì tiền vì chức vụ,3
,
,
khổ thân ông bố này,3
,
Mình là con trai mà tại sao lại rơi lệ sao khi xem hết video vậy 😓😥,5
má thằng giám đốc cảnh sát cũng phải chịu trách nhiệm chứ,3
Đỉnh cao của bộ phim..vừa cười vừa khóc....khóc mà lại cười..cười rồi lại khóc...,5
coi một nửa mà khóc lun ă,5
lần đầu tiên khóc😭😭😥😥,5
,
,
,
Em mong là bộ phim này chỉ là phim thôi chứ ko phải là thật,4
"Câu nói làm tôi cảm thấy tức giận nhất: "" Dựa trên câu chuyện có thật""",3
Giết người mà xl 1 câu là được sao. Như vậy chắc thế giới con người tiệt chủng mất😭😭😭🥺🥺🥺,3
,
,
,
,
,
,
,
Tất cả là tại cảnh sát,3
Vừa khóc vừa cười luôn á,5
,
em xem phim ít khóc lắm nhưng phim này đã làm em khóc,5
"Tội ba, ba bị OAN nên ba phải ở TÙ tìm cách trốn TÙ, cách này rồi đến cách nọ nhưng ko có cách nào đc.Tui nói thật lòng nha 100% ai xem xong cũng khóc tui chưa bao giờ tui khóc nhiều và lâu đến thế ,thường thường là tui rất khó để khóc thẩm chí là ít khi khóc rất hiếm nhưng video này tui ko đỡ đc 😭😭😭😭😭😭",5
Tôi thấy đau,4
đây là bộ phim xúc động nhất tôi từng được xem,5
Xem xong mình khóc 1 xô nước mắt,5
,
,
Phim cảm động quá đi xem mà muốn khóc luôn !😢😢😢😢,4
,
Tội nghiệp ông bố và đứa bé ghê chỉ vì hiểu lầm mà xảy ra những việc không hay😥😥😥😥😥😥😥,3
,
,
,
chị làm hay quá mà tội ông bố phải hi sinh vì đứa con gái của mình và tôi đã khóc vì phim tuy ít ỏi nhưng rất nhiều ý nghĩa.chị làm hay quá chúc chị sẽ nhận được nút vàng.,5
Tự nhiên bị rơi nước mắt ☺️,5
Xem đến đoạn cuối thì muốn khóc ai ngờ khóc thật 😭😭😭😭😭😭,5
tội ông bố kết quả vẫn phải chết,3
,
tôi nói thật phim này quá cảm động tôi xem mà rớt nước mắt,5
,
Ông cảnh sát trưởng chết mới đúng,3
em coi mà muốn khốc luôn đó,4
Em coi phim này em khóc quá trời luôn tội nghiệp bố quá à,5
Tôi khóc mất rồi😭😭😭😭😭,5
Rất ghét những người giàu vì có tiền thì bọn nó lợi dụng những người ngốc,3
"Tôi đã khóc khi xem hết bộ phim này, cảm ơn bạn",5
,
Mình là người ko thích xem phim dài dòng mà ko hiểu sao tua đến đoạn cuối mà làm mờ kính :)()()()()(,5
,
,
Tại sao lại có phim tội nghiệp như vậy,4
Phim coi mà cố kiềm nước mắt luôn,4
,
,
em coi mà cảm động luôn á khóc luôn :(😢😭😢,5
Coi mà chảy mắt luôn,5
,
,
Xem mà muốn rơi nước mắt tôi khóc như mưa luôn phim tình cảm và ý nghĩa nữa,5
xem mà muốn khóc luôn,4
phim này cảm động quá với tội nghiệp ông bố quá :((((,4
,
Thấy thương ông bố quá 😢,3
Xem mà khóc quá trời,5
Thương ông bố ☺️💔,3
Cảm động quá rơi lệ luôn ấy chứ đùa,5
Tội ông bố quá ông bố bị đánh quá trời huhuhu cảm động quá đi huhuhu😭😭😭😭😭😭😭😭😞😞😞😞😞😞,4
😔😔😔😔😔😔😔😔😔😔 trời trời hay vậy kkkkkkkkkkkkkkk,4
,
,
Tội nghiệp ông bố quá đúng là oan,3
Hay quá 😢😢😢😢😢,4
Ghét thằng giám đốc,3
,
,
tôi xem mà không thể không khóc được. cảm động quá.,5
,
,
,
,
,
,
,
Tui mà có người bố như thế này là tui kêu bữa sau mua cũng được ạ❤❤❤❤❤👍👍👍👍,3
"Tội cái ông bố quá , xém mà khóc á , mấy thằng cảnh sát chẳng làn được tích sự gì cả làm người ta chết oan rồi đến 20 năm rồi mới tha thứ",4
Em coi phim này hết hơn 1 tiếng mà khóc đến  2 tiếng cơ! (╥﹏╥),5
,
Tội nghiệp quá chị ơi 🥺🥺🥺🥺🥺,
Nghe thấy nhói lòng ghê,4
,
đang ăn mà khóc,5
Coi phim xong muốn khóc luôn,4
,
Đây là phim điều kì diệu ở Phòng giam số 7. Nó rất cảm động và lấy lòng người xem....! 😌,4
Buồn quá ! Khóc đầy một cái xô nước luôn 😭😭😭,5
"Lúc đầu thấy thường nhưng lần sau 1,2,3 tui phải lau mắt nhìu lần lun á ☃ tui còn phải  lau nhà tự nhiên xem xong mún rớt chảy cả ra sàn",4
,
cái kết không thỏa đáng,2
,
,
hay quá phim đúng là cảm động về người bố và người con,5
,
,
,
,
,
,
,
,
Tội ông bố quá tui vừa coi vừa khóc vì phim quá hay,5
Mình khóc ướt hết gối rồi nhìn ông bố tội quá,5
Tôi huy vọng thế giới này dc công bằng chút thì ko ai phải chịu khổ .hy vọng những kẻ giàu đừng vì quyền cao ăn hiếp người dưới.nước mắt tôi chảy quá nhiều khi xem phim này,5
,
Hay quá đi à,4
